Date,CPU Utilization,CPU Power
2023-05-14 07:06:41,0.00000,0.00000
2023-05-14 07:06:42,0.00000,0.00000
2023-05-14 07:06:43,0.00000,0.00000
2023-05-14 07:06:44,0.00000,0.00000
2023-05-14 07:06:45,0.00000,0.00000
2023-05-14 07:06:46,0.00000,0.00000
2023-05-14 07:06:47,0.00000,0.00000
2023-05-14 07:06:48,0.00000,0.00000
2023-05-14 07:06:49,0.00000,0.00000
2023-05-14 07:06:50,0.00000,0.00000
2023-05-14 07:06:51,0.00000,0.00000
2023-05-14 07:06:52,0.00000,0.00000
2023-05-14 07:06:53,0.00000,0.00000
2023-05-14 07:06:54,0.00000,0.00000
2023-05-14 07:06:55,0.00000,0.00000
2023-05-14 07:06:56,0.00000,0.00000
2023-05-14 07:06:57,0.00000,0.00000
2023-05-14 07:06:58,0.00000,0.00000
2023-05-14 07:06:59,0.00000,0.00000
2023-05-14 07:07:00,0.00000,0.00000
2023-05-14 07:07:01,0.00000,0.00000
2023-05-14 07:07:02,0.00000,0.00000
2023-05-14 07:07:03,0.00000,0.00000
2023-05-14 07:07:04,0.00000,0.00000
2023-05-14 07:07:05,0.00000,0.00000
2023-05-14 07:07:06,0.00000,0.00000
2023-05-14 07:07:07,0.00000,0.00000
2023-05-14 07:07:08,0.00000,0.00000
2023-05-14 07:07:09,0.00000,0.00000
2023-05-14 07:07:10,0.00000,0.00000
2023-05-14 07:07:11,0.00000,0.00000
2023-05-14 07:07:12,0.00000,0.00000
2023-05-14 07:07:13,0.00000,0.00000
2023-05-14 07:07:14,0.00000,0.00000
2023-05-14 07:07:15,0.00000,0.00000
2023-05-14 07:07:16,0.00000,0.00000
2023-05-14 07:07:17,0.00000,0.00000
2023-05-14 07:07:18,0.00000,0.00000
2023-05-14 07:07:19,0.00000,0.00000
2023-05-14 07:07:20,0.00000,0.00000
2023-05-14 07:07:21,0.00000,0.00000
2023-05-14 07:07:22,0.00000,0.00000
2023-05-14 07:07:23,0.00000,0.00000
2023-05-14 07:07:24,0.00000,0.00000
2023-05-14 07:07:25,0.00000,0.00000
2023-05-14 07:07:26,0.00000,0.00000
2023-05-14 07:07:27,0.00000,0.00000
2023-05-14 07:07:28,0.00000,0.00000
2023-05-14 07:07:29,0.00000,0.00000
2023-05-14 07:07:30,0.00000,0.00000
2023-05-14 07:07:31,0.00000,0.00000
2023-05-14 07:07:32,0.00000,0.00000
2023-05-14 07:07:33,0.00000,0.00000
2023-05-14 07:07:34,0.00000,0.00000
2023-05-14 07:07:35,0.00000,0.00000
2023-05-14 07:07:36,0.00000,0.00000
2023-05-14 07:07:37,0.00000,0.00000
2023-05-14 07:07:38,0.00000,0.00000
2023-05-14 07:07:39,0.00000,0.00000
2023-05-14 07:07:40,0.00000,0.00000
2023-05-14 07:07:41,0.00000,0.00000
2023-05-14 07:07:42,0.00000,0.00000
2023-05-14 07:07:43,0.00000,0.00000
2023-05-14 07:07:44,0.00000,0.00000
2023-05-14 07:07:45,0.00000,0.00000
2023-05-14 07:07:46,0.00000,0.00000
2023-05-14 07:07:47,0.00000,0.00000
2023-05-14 07:07:48,0.00000,0.00000
2023-05-14 07:07:49,0.00000,0.00000
2023-05-14 07:07:50,0.00000,0.00000
2023-05-14 07:07:51,0.00000,0.00000
2023-05-14 07:07:52,0.00000,0.00000
2023-05-14 07:07:53,0.00000,0.00000
2023-05-14 07:07:54,0.00000,0.00000
2023-05-14 07:07:55,0.00000,0.00000
2023-05-14 07:07:56,0.00000,0.00000
2023-05-14 07:07:57,0.00000,0.00000
2023-05-14 07:07:58,0.00000,0.00000
2023-05-14 07:07:59,0.00000,0.00000
2023-05-14 07:08:00,0.00000,0.00000
2023-05-14 07:08:01,0.00000,0.00000
2023-05-14 07:08:02,0.00000,0.00000
2023-05-14 07:08:03,0.00000,0.00000
2023-05-14 07:08:04,0.00000,0.00000
2023-05-14 07:08:05,0.00000,0.00000
2023-05-14 07:08:06,0.00000,0.00000
2023-05-14 07:08:07,0.00000,0.00000
2023-05-14 07:08:08,0.00000,0.00000
2023-05-14 07:08:09,0.00000,0.00000
2023-05-14 07:08:10,0.00000,0.00000
2023-05-14 07:08:11,0.00000,0.00000
2023-05-14 07:08:12,0.00000,0.00000
2023-05-14 07:08:13,0.00000,0.00000
2023-05-14 07:08:14,0.00000,0.00000
2023-05-14 07:08:15,0.00000,0.00000
2023-05-14 07:08:16,0.00000,0.00000
2023-05-14 07:08:17,0.00000,0.00000
2023-05-14 07:08:18,0.00000,0.00000
2023-05-14 07:08:19,0.00000,0.00000
2023-05-14 07:08:20,0.00000,0.00000
2023-05-14 07:08:21,0.00000,0.00000
2023-05-14 07:08:22,0.00000,0.00000
2023-05-14 07:08:23,0.00000,0.00000
2023-05-14 07:08:24,0.00000,0.00000
2023-05-14 07:08:25,0.00000,0.00000
2023-05-14 07:08:26,0.00000,0.00000
2023-05-14 07:08:27,0.00000,0.00000
2023-05-14 07:08:28,0.00000,0.00000
2023-05-14 07:08:29,0.00000,0.00000
2023-05-14 07:08:30,0.00000,0.00000
2023-05-14 07:08:31,0.00000,0.00000
2023-05-14 07:08:32,0.00000,0.00000
2023-05-14 07:08:33,0.00000,0.00000
2023-05-14 07:08:34,0.00000,0.00000
2023-05-14 07:08:35,0.00000,0.00000
2023-05-14 07:08:36,0.00000,0.00000
2023-05-14 07:08:37,0.00000,0.00000
2023-05-14 07:08:38,0.00000,0.00000
2023-05-14 07:08:39,0.00000,0.00000
2023-05-14 07:08:40,0.00000,0.00000
2023-05-14 07:08:41,0.00000,0.00000
2023-05-14 07:08:42,0.00000,0.00000
2023-05-14 07:08:43,0.00000,0.00000
2023-05-14 07:08:44,0.00000,0.00000
2023-05-14 07:08:45,0.00000,0.00000
2023-05-14 07:08:46,0.00000,0.00000
2023-05-14 07:08:47,0.00000,0.00000
2023-05-14 07:08:48,0.00000,0.00000
2023-05-14 07:08:49,0.00000,0.00000
2023-05-14 07:08:50,0.00000,0.00000
2023-05-14 07:08:51,0.00000,0.00000
2023-05-14 07:08:52,0.00000,0.00000
2023-05-14 07:08:53,0.00000,0.00000
2023-05-14 07:08:54,0.00000,0.00000
2023-05-14 07:08:55,0.00000,0.00000
2023-05-14 07:08:56,0.00000,0.00000
2023-05-14 07:08:57,0.00000,0.00000
2023-05-14 07:08:58,0.00000,0.00000
2023-05-14 07:08:59,0.00000,0.00000
2023-05-14 07:09:00,0.00000,0.00000
2023-05-14 07:09:01,0.00000,0.00000
2023-05-14 07:09:02,0.00000,0.00000
2023-05-14 07:09:03,0.00000,0.00000
2023-05-14 07:09:04,0.00000,0.00000
2023-05-14 07:09:05,0.00000,0.00000
2023-05-14 07:09:06,0.00000,0.00000
2023-05-14 07:09:07,0.00000,0.00000
2023-05-14 07:09:08,0.00000,0.00000
2023-05-14 07:09:09,0.00000,0.00000
2023-05-14 07:09:10,0.00000,0.00000
